date,city,temperature,humidity,CO(GT),C6H6(GT)
2004-03-12,Dallas,21.88,30,1.1,3.8
2004-03-12,Dallas,21.88,30,5.1,23.0
2004-03-12,Dallas,21.88,30,0.9,4.0
2004-03-12,Dallas,21.88,30,0.7,2.5
2004-03-12,Dallas,21.88,30,1.5,7.0
2004-03-12,Dallas,21.88,30,3.8,21.1
2004-03-12,Dallas,21.88,30,6.2,20.9
2004-03-12,Houston,21.97,38,3.4,14.0
2004-03-12,Houston,21.97,38,3.0,12.7
2004-03-12,Houston,21.97,38,3.0,14.9
2004-03-12,Houston,21.97,38,4.6,23.8
2004-03-12,Houston,21.97,38,3.3,18.1
2004-03-12,Houston,21.97,38,3.4,15.5
2004-03-12,Houston,21.97,38,6.9,32.6
2004-03-12,Houston,21.97,38,5.1,24.0
2004-03-12,Houston,21.97,38,4.9,23.6
2004-03-12,Houston,21.97,38,3.1,15.7
2004-03-12,Houston,21.97,38,3.6,13.0
2004-03-12,Houston,21.97,38,6.0,29.0
2004-03-12,Houston,21.97,38,6.1,30.7
2004-03-12,Houston,21.97,38,3.2,13.1
2004-03-12,Houston,21.97,38,2.6,9.3
2004-03-12,Houston,21.97,38,2.1,9.4
2004-03-12,Houston,21.97,38,1.3,4.7
2004-03-12,Houston,21.97,38,1.1,3.8
2004-03-12,Houston,21.97,38,5.1,23.0
2004-03-12,Houston,21.97,38,0.9,4.0
2004-03-12,Houston,21.97,38,0.7,2.5
2004-03-12,Houston,21.97,38,1.5,7.0
2004-03-12,Houston,21.97,38,3.8,21.1
2004-03-12,Houston,21.97,38,6.2,20.9
2004-03-12,Los Angeles,19.77,39,3.4,14.0
2004-03-12,Los Angeles,19.77,39,3.0,12.7
2004-03-12,Los Angeles,19.77,39,3.0,14.9
2004-03-12,Los Angeles,19.77,39,4.6,23.8
2004-03-12,Los Angeles,19.77,39,3.3,18.1
2004-03-12,Los Angeles,19.77,39,3.4,15.5
2004-03-12,Los Angeles,19.77,39,6.9,32.6
2004-03-12,Los Angeles,19.77,39,5.1,24.0
2004-03-12,Los Angeles,19.77,39,4.9,23.6
2004-03-12,Los Angeles,19.77,39,3.1,15.7
2004-03-12,Los Angeles,19.77,39,3.6,13.0
2004-03-12,Los Angeles,19.77,39,6.0,29.0
2004-03-12,Los Angeles,19.77,39,6.1,30.7
2004-03-12,Los Angeles,19.77,39,3.2,13.1
2004-03-12,Los Angeles,19.77,39,2.6,9.3
2004-03-12,Los Angeles,19.77,39,2.1,9.4
2004-03-12,Los Angeles,19.77,39,1.3,4.7
2004-03-12,Los Angeles,19.77,39,1.1,3.8
2004-03-12,Los Angeles,19.77,39,5.1,23.0
2004-03-12,Los Angeles,19.77,39,0.9,4.0
2004-03-12,Los Angeles,19.77,39,0.7,2.5
2004-03-12,Los Angeles,19.77,39,1.5,7.0
2004-03-12,Los Angeles,19.77,39,3.8,21.1
2004-03-12,Los Angeles,19.77,39,6.2,20.9
2004-03-12,New York,17.44,32,3.4,14.0
2004-03-12,New York,17.44,32,3.0,12.7
2004-03-12,New York,17.44,32,3.0,14.9
2004-03-12,New York,17.44,32,4.6,23.8
2004-03-12,New York,17.44,32,3.3,18.1
2004-03-12,New York,17.44,32,3.4,15.5
2004-03-12,New York,17.44,32,6.9,32.6
2004-03-12,New York,17.44,32,5.1,24.0
2004-03-12,New York,17.44,32,4.9,23.6
2004-03-12,New York,17.44,32,3.1,15.7
2004-03-12,New York,17.44,32,3.6,13.0
2004-03-12,New York,17.44,32,6.0,29.0
2004-03-12,New York,17.44,32,6.1,30.7
2004-03-12,New York,17.44,32,3.2,13.1
2004-03-12,New York,17.44,32,2.6,9.3
2004-03-12,New York,17.44,32,2.1,9.4
2004-03-12,New York,17.44,32,1.3,4.7
2004-03-12,New York,17.44,32,1.1,3.8
2004-03-12,New York,17.44,32,5.1,23.0
2004-03-12,New York,17.44,32,0.9,4.0
2004-03-12,New York,17.44,32,0.7,2.5
2004-03-12,New York,17.44,32,1.5,7.0
2004-03-12,New York,17.44,32,3.8,21.1
2004-03-12,New York,17.44,32,6.2,20.9
2004-03-12,Philadelphia,19.34,31,3.4,14.0
2004-03-12,Philadelphia,19.34,31,3.0,12.7
2004-03-12,Philadelphia,19.34,31,3.0,14.9
2004-03-12,Philadelphia,19.34,31,4.6,23.8
2004-03-12,Philadelphia,19.34,31,3.3,18.1
2004-03-12,Philadelphia,19.34,31,3.4,15.5
2004-03-12,Philadelphia,19.34,31,6.9,32.6
2004-03-12,Philadelphia,19.34,31,5.1,24.0
2004-03-12,Philadelphia,19.34,31,4.9,23.6
2004-03-12,Philadelphia,19.34,31,3.1,15.7
2004-03-12,Philadelphia,19.34,31,3.6,13.0
2004-03-12,Philadelphia,19.34,31,6.0,29.0
2004-03-12,Philadelphia,19.34,31,6.1,30.7
2004-03-12,Philadelphia,19.34,31,3.2,13.1
2004-03-12,Philadelphia,19.34,31,2.6,9.3
2004-03-12,Philadelphia,19.34,31,2.1,9.4
2004-03-12,Philadelphia,19.34,31,1.3,4.7
2004-03-12,Philadelphia,19.34,31,1.1,3.8
2004-03-12,Philadelphia,19.34,31,5.1,23.0
2004-03-12,Philadelphia,19.34,31,0.9,4.0
2004-03-12,Philadelphia,19.34,31,0.7,2.5
2004-03-12,Philadelphia,19.34,31,1.5,7.0
2004-03-12,Philadelphia,19.34,31,3.8,21.1
2004-03-12,Philadelphia,19.34,31,6.2,20.9
2004-03-12,Phoenix,25.96,15,3.4,14.0
2004-03-12,Phoenix,25.96,15,3.0,12.7
2004-03-12,Phoenix,25.96,15,3.0,14.9
2004-03-12,Phoenix,25.96,15,4.6,23.8
2004-03-12,Phoenix,25.96,15,3.3,18.1
2004-03-12,Phoenix,25.96,15,3.4,15.5
2004-03-12,Phoenix,25.96,15,6.9,32.6
2004-03-12,Phoenix,25.96,15,5.1,24.0
2004-03-12,Phoenix,25.96,15,4.9,23.6
2004-03-12,Phoenix,25.96,15,3.1,15.7
2004-03-12,Phoenix,25.96,15,3.6,13.0
2004-03-12,Phoenix,25.96,15,6.0,29.0
2004-03-12,Phoenix,25.96,15,6.1,30.7
2004-03-12,Phoenix,25.96,15,3.2,13.1
2004-03-12,Phoenix,25.96,15,2.6,9.3
2004-03-12,Phoenix,25.96,15,2.1,9.4
2004-03-12,Phoenix,25.96,15,1.3,4.7
2004-03-12,Phoenix,25.96,15,1.1,3.8
2004-03-12,Phoenix,25.96,15,5.1,23.0
2004-03-12,Phoenix,25.96,15,0.9,4.0
2004-03-12,Phoenix,25.96,15,0.7,2.5
2004-03-12,Phoenix,25.96,15,1.5,7.0
2004-03-12,Phoenix,25.96,15,3.8,21.1
2004-03-12,Phoenix,25.96,15,6.2,20.9
2004-03-12,San Antonio,23.38,26,3.4,14.0
2004-03-12,San Antonio,23.38,26,3.0,12.7
2004-03-12,San Antonio,23.38,26,3.0,14.9
2004-03-12,San Antonio,23.38,26,4.6,23.8
2004-03-12,San Antonio,23.38,26,3.3,18.1
2004-03-12,San Antonio,23.38,26,3.4,15.5
2004-03-12,San Antonio,23.38,26,6.9,32.6
2004-03-12,San Antonio,23.38,26,5.1,24.0
2004-03-12,San Antonio,23.38,26,4.9,23.6
2004-03-12,San Antonio,23.38,26,3.1,15.7
2004-03-12,San Antonio,23.38,26,3.6,13.0
2004-03-12,San Antonio,23.38,26,6.0,29.0
2004-03-12,San Antonio,23.38,26,6.1,30.7
2004-03-12,San Antonio,23.38,26,3.2,13.1
2004-03-12,San Antonio,23.38,26,2.6,9.3
2004-03-12,San Antonio,23.38,26,2.1,9.4
2004-03-12,San Antonio,23.38,26,1.3,4.7
2004-03-12,San Antonio,23.38,26,1.1,3.8
2004-03-12,San Antonio,23.38,26,5.1,23.0
2004-03-12,San Antonio,23.38,26,0.9,4.0
2004-03-12,San Antonio,23.38,26,0.7,2.5
2004-03-12,San Antonio,23.38,26,1.5,7.0
2004-03-12,San Antonio,23.38,26,3.8,21.1
2004-03-12,San Antonio,23.38,26,6.2,20.9
2004-03-12,San Diego,19.77,41,3.4,14.0
2004-03-12,San Diego,19.77,41,3.0,12.7
2004-03-12,San Diego,19.77,41,3.0,14.9
2004-03-12,San Diego,19.77,41,4.6,23.8
2004-03-12,San Diego,19.77,41,3.3,18.1
2004-03-12,San Diego,19.77,41,3.4,15.5
2004-03-12,San Diego,19.77,41,6.9,32.6
2004-03-12,San Diego,19.77,41,5.1,24.0
2004-03-12,San Diego,19.77,41,4.9,23.6
2004-03-12,San Diego,19.77,41,3.1,15.7
2004-03-12,San Diego,19.77,41,3.6,13.0
2004-03-12,San Diego,19.77,41,6.0,29.0
2004-03-12,San Diego,19.77,41,6.1,30.7
2004-03-12,San Diego,19.77,41,3.2,13.1
2004-03-12,San Diego,19.77,41,2.6,9.3
2004-03-12,San Diego,19.77,41,2.1,9.4
2004-03-12,San Diego,19.77,41,1.3,4.7
2004-03-12,San Diego,19.77,41,1.1,3.8
2004-03-12,San Diego,19.77,41,5.1,23.0
2004-03-12,San Diego,19.77,41,0.9,4.0
2004-03-12,San Diego,19.77,41,0.7,2.5
2004-03-12,San Diego,19.77,41,1.5,7.0
2004-03-12,San Diego,19.77,41,3.8,21.1
2004-03-12,San Diego,19.77,41,6.2,20.9
2004-03-12,San Jose,16.75,52,3.4,14.0
2004-03-12,San Jose,16.75,52,3.0,12.7
2004-03-12,San Jose,16.75,52,3.0,14.9
2004-03-12,San Jose,16.75,52,4.6,23.8
2004-03-12,San Jose,16.75,52,3.3,18.1
2004-03-12,San Jose,16.75,52,3.4,15.5
2004-03-12,San Jose,16.75,52,6.9,32.6
2004-03-12,San Jose,16.75,52,5.1,24.0
2004-03-12,San Jose,16.75,52,4.9,23.6
2004-03-12,San Jose,16.75,52,3.1,15.7
2004-03-12,San Jose,16.75,52,3.6,13.0
2004-03-12,San Jose,16.75,52,6.0,29.0
2004-03-12,San Jose,16.75,52,6.1,30.7
2004-03-12,San Jose,16.75,52,3.2,13.1
2004-03-12,San Jose,16.75,52,2.6,9.3
2004-03-12,San Jose,16.75,52,2.1,9.4
2004-03-12,San Jose,16.75,52,1.3,4.7
2004-03-12,San Jose,16.75,52,1.1,3.8
2004-03-12,San Jose,16.75,52,5.1,23.0
2004-03-12,San Jose,16.75,52,0.9,4.0
2004-03-12,San Jose,16.75,52,0.7,2.5
2004-03-12,San Jose,16.75,52,1.5,7.0
2004-03-12,San Jose,16.75,52,3.8,21.1
2004-03-12,San Jose,16.75,52,6.2,20.9
2004-03-13,Chicago,19.46,50,,
2004-03-13,Dallas,21.88,30,,
2004-03-13,Houston,21.97,38,,
2004-03-13,Los Angeles,19.77,39,,
2004-03-13,New York,17.44,32,,
2004-03-13,Philadelphia,19.34,31,,
2004-03-13,Phoenix,25.96,15,,
2004-03-13,San Antonio,23.38,26,,
2004-03-13,San Diego,19.77,41,,
2004-03-13,San Jose,16.75,52,,
2004-03-14,Chicago,19.46,50,,
2004-03-14,Dallas,21.88,30,,
2004-03-14,Houston,21.97,38,,
2004-03-14,Los Angeles,19.77,39,,
2004-03-14,New York,17.44,32,,
2004-03-14,Philadelphia,19.34,31,,
2004-03-14,Phoenix,25.96,15,,
2004-03-14,San Antonio,23.38,26,,
2004-03-14,San Diego,19.77,41,,
2004-03-14,San Jose,16.75,52,,
2004-03-15,Chicago,19.46,50,,
2004-03-15,Dallas,21.88,30,,
2004-03-15,Houston,21.97,38,,
2004-03-15,Los Angeles,19.77,39,,
2004-03-15,New York,17.44,32,,
2004-03-15,Philadelphia,19.34,31,,
2004-03-15,Phoenix,25.96,15,,
2004-03-15,San Antonio,23.38,26,,
2004-03-15,San Diego,19.77,41,,
2004-03-15,San Jose,16.75,52,,
2004-03-16,Chicago,19.46,50,,
2004-03-16,Dallas,21.88,30,,
2004-03-16,Houston,21.97,38,,
2004-03-16,Los Angeles,19.77,39,,
2004-03-16,New York,17.44,32,,
2004-03-16,Philadelphia,19.34,31,,
2004-03-16,Phoenix,25.96,15,,
2004-03-16,San Antonio,23.38,26,,
2004-03-16,San Diego,19.77,41,,
2004-03-16,San Jose,16.75,52,,
2004-03-17,Chicago,19.46,50,,
2004-03-17,Dallas,21.88,30,,
2004-03-17,Houston,21.97,38,,
2004-03-17,Los Angeles,19.77,39,,
2004-03-17,New York,17.44,32,,
2004-03-17,Philadelphia,19.34,31,,
2004-03-17,Phoenix,25.96,15,,
2004-03-17,San Antonio,23.38,26,,
2004-03-17,San Diego,19.77,41,,
2004-03-17,San Jose,16.75,52,,
2004-03-18,Chicago,19.46,50,,
2004-03-18,Dallas,21.88,30,,
2004-03-18,Houston,21.97,38,,
2004-03-18,Los Angeles,19.77,39,,
2004-03-18,New York,17.44,32,,
2004-03-18,Philadelphia,19.34,31,,
2004-03-18,Phoenix,25.96,15,,
2004-03-18,San Antonio,23.38,26,,
2004-03-18,San Diego,19.77,41,,
2004-03-18,San Jose,16.75,52,,
2004-03-19,Chicago,19.46,50,,
2004-03-19,Dallas,21.88,30,,
2004-03-19,Houston,21.97,38,,
2004-03-19,Los Angeles,19.77,39,,
2004-03-19,New York,17.44,32,,
2004-03-19,Philadelphia,19.34,31,,
2004-03-19,Phoenix,25.96,15,,
2004-03-19,San Antonio,23.38,26,,
2004-03-19,San Diego,19.77,41,,
2004-03-19,San Jose,16.75,52,,
2004-03-20,Chicago,19.46,50,,
2004-03-20,Dallas,21.88,30,,
2004-03-20,Houston,21.97,38,,
2004-03-20,Los Angeles,19.77,39,,
2004-03-20,New York,17.44,32,,
2004-03-20,Philadelphia,19.34,31,,
2004-03-20,Phoenix,25.96,15,,
2004-03-20,San Antonio,23.38,26,,
2004-03-20,San Diego,19.77,41,,
2004-03-20,San Jose,16.75,52,,
2004-03-21,Chicago,19.46,50,,
2004-03-21,Dallas,21.87,29,,
2004-03-21,Houston,21.97,38,,
2004-03-21,Los Angeles,19.77,39,,
2004-03-21,New York,17.44,32,,
2004-03-21,Philadelphia,19.34,31,,
2004-03-21,Phoenix,25.96,15,,
2004-03-21,San Antonio,23.38,26,,
2004-03-21,San Diego,19.71,41,,
2004-03-21,San Jose,16.78,51,,
2004-03-22,Chicago,19.46,50,,
2004-03-22,Dallas,21.87,29,,
2004-03-22,Houston,21.97,38,,
2004-03-22,Los Angeles,19.78,39,,
2004-03-22,New York,17.1,33,,
2004-03-22,Philadelphia,19.34,31,,
2004-03-22,San Antonio,23.38,26,,
2004-03-22,San Diego,19.71,41,,
2004-03-22,San Jose,16.78,51,,
2004-03-23,Chicago,19.46,50,,
2004-03-23,Dallas,21.87,29,,
2004-03-23,Houston,21.97,38,,
2004-03-23,Los Angeles,19.78,39,,
2004-03-23,New York,17.1,33,,
2004-03-23,Philadelphia,19.34,31,,
2004-03-23,San Antonio,23.38,26,,
2004-03-23,San Diego,19.71,41,,
2004-03-23,San Jose,16.78,51,,
2004-03-24,Chicago,19.46,50,,
2004-03-24,Dallas,21.87,29,,
2004-03-24,Houston,21.97,38,,
2004-03-24,Los Angeles,19.78,39,,
2004-03-24,New York,17.1,33,,
2004-03-24,Philadelphia,19.34,31,,
2004-03-24,San Antonio,23.38,26,,
2004-03-24,San Diego,19.71,41,,
2004-03-24,San Jose,16.78,51,,
2004-03-25,Chicago,19.46,50,,
2004-03-25,Dallas,21.87,29,,
2004-03-25,Houston,21.97,38,,
2004-03-25,Los Angeles,19.78,39,,
2004-03-25,New York,17.1,33,,
2004-03-25,Philadelphia,19.34,31,,
2004-03-25,San Antonio,23.38,26,,
2004-03-25,San Diego,19.71,41,,
2004-03-25,San Jose,16.78,51,,
2004-03-26,Chicago,19.46,50,,
2004-03-26,Dallas,21.87,29,,
2004-03-26,Houston,21.97,38,,
2004-03-26,Los Angeles,19.78,39,,
2004-03-26,New York,17.1,33,,
2004-03-26,Philadelphia,19.34,31,,
2004-03-26,San Antonio,23.38,26,,
2004-03-26,San Diego,19.71,41,,
2004-03-26,San Jose,16.78,51,,
2004-03-27,Chicago,19.46,50,,
2004-03-27,Dallas,21.87,29,,
2004-03-27,Houston,21.97,38,,
2004-03-27,Los Angeles,19.78,39,,
2004-03-27,New York,17.1,33,,
2004-03-27,Philadelphia,19.34,31,,
2004-03-27,San Antonio,23.38,26,,
2004-03-27,San Diego,19.71,41,,
2004-03-27,San Jose,16.78,51,,
2004-03-28,Chicago,19.46,50,,
2004-03-28,Dallas,21.87,29,,
2004-03-28,Houston,21.97,38,,
2004-03-28,Los Angeles,19.78,39,,
2004-03-28,New York,17.1,33,,
2004-03-28,Philadelphia,19.34,31,,
2004-03-28,San Antonio,23.38,26,,
2004-03-28,San Diego,19.71,41,,
2004-03-28,San Jose,16.78,51,,
2004-03-29,Chicago,19.46,50,,
2004-03-29,Dallas,21.87,29,,
2004-03-29,Houston,21.97,38,,
2004-03-29,Los Angeles,19.78,39,,
2004-03-29,New York,17.1,33,,
2004-03-29,Philadelphia,19.34,31,,
2004-03-29,San Antonio,23.38,26,,
2004-03-29,San Diego,19.71,41,,
2004-03-29,San Jose,16.78,51,,
2004-03-30,Chicago,19.46,50,,
2004-03-30,Dallas,21.87,29,,
2004-03-30,Houston,21.97,38,,
2004-03-30,Los Angeles,19.78,39,,
2004-03-30,New York,17.1,33,,
2004-03-30,Philadelphia,19.34,31,,
2004-03-30,San Antonio,23.38,26,,
2004-03-30,San Diego,19.71,41,,
2004-03-30,San Jose,16.78,51,,
2004-03-31,Chicago,19.46,50,,
2004-03-31,Dallas,21.87,29,,
2004-03-31,Houston,21.97,38,,
2004-03-31,Los Angeles,19.78,39,,
2004-03-31,New York,17.1,33,,
2004-03-31,Philadelphia,19.34,31,,
2004-03-31,San Antonio,23.38,26,,
2004-03-31,San Diego,19.71,41,,
2004-03-31,San Jose,16.78,51,,
2004-04-01,Chicago,19.46,50,,
2004-04-01,Dallas,21.87,29,,
2004-04-01,Houston,21.97,38,,
2004-04-01,Los Angeles,19.78,39,,
2004-04-01,New York,17.1,33,,
2004-04-01,Philadelphia,19.34,31,,
2004-04-01,San Antonio,23.38,26,,
2004-04-01,San Diego,19.71,41,,
2004-04-01,San Jose,16.78,51,,
2004-04-02,Chicago,19.46,50,,
2004-04-02,Dallas,21.87,29,,
2004-04-02,Houston,21.97,38,,
2004-04-02,Los Angeles,19.78,39,,
2004-04-02,New York,17.1,33,,
2004-04-02,Philadelphia,19.34,31,,
2004-04-02,San Antonio,23.38,26,,
2004-04-02,San Diego,19.71,41,,
2004-04-02,San Jose,16.78,51,,
2004-04-03,Chicago,19.46,50,,
2004-04-03,Dallas,21.87,29,,
2004-04-03,Houston,21.97,38,,
2004-04-03,Los Angeles,19.78,39,,
2004-04-03,New York,17.1,33,,
2004-04-03,Philadelphia,19.34,31,,
2004-04-03,San Antonio,23.38,26,,
2004-04-03,San Diego,19.71,41,,
2004-04-03,San Jose,16.78,51,,
2004-04-04,Chicago,19.46,50,-200.0,8.6
2004-04-04,Chicago,19.46,50,-200.0,8.1
2004-04-04,Chicago,19.46,50,-200.0,9.0
2004-04-04,Chicago,19.46,50,-200.0,8.0
2004-04-04,Chicago,19.46,50,-200.0,4.2
2004-04-04,Chicago,19.46,50,-200.0,4.4
2004-04-04,Chicago,19.46,50,-200.0,3.0
2004-04-04,Chicago,19.46,50,-200.0,3.5
2004-04-04,Chicago,19.46,50,-200.0,5.6
2004-04-04,Chicago,19.46,50,-200.0,3.5
2004-04-04,Chicago,19.46,50,-200.0,7.1
2004-04-04,Chicago,19.46,50,-200.0,10.0
2004-04-04,Chicago,19.46,50,-200.0,5.4
2004-04-04,Chicago,19.46,50,-200.0,7.8
2004-04-04,Chicago,19.46,50,-200.0,6.4
2004-04-04,Chicago,19.46,50,-200.0,6.9
2004-04-04,Chicago,19.46,50,-200.0,5.2
2004-04-04,Chicago,19.46,50,-200.0,10.5
2004-04-04,Chicago,19.46,50,-200.0,13.0
2004-04-04,Chicago,19.46,50,-200.0,5.6
2004-04-04,Chicago,19.46,50,-200.0,10.1
2004-04-04,Chicago,19.46,50,-200.0,10.0
2004-04-04,Chicago,19.46,50,-200.0,10.5
2004-04-04,Chicago,19.46,50,-200.0,6.7
2004-04-04,Dallas,21.87,29,-200.0,8.6
2004-04-04,Dallas,21.87,29,-200.0,8.1
2004-04-04,Dallas,21.87,29,-200.0,9.0
2004-04-04,Dallas,21.87,29,-200.0,8.0
2004-04-04,Dallas,21.87,29,-200.0,4.2
2004-04-04,Dallas,21.87,29,-200.0,4.4
2004-04-04,Dallas,21.87,29,-200.0,3.0
2004-04-04,Dallas,21.87,29,-200.0,3.5
2004-04-04,Dallas,21.87,29,-200.0,5.6
2004-04-04,Dallas,21.87,29,-200.0,3.5
2004-04-04,Dallas,21.87,29,-200.0,7.1
2004-04-04,Dallas,21.87,29,-200.0,10.0
2004-04-04,Dallas,21.87,29,-200.0,5.4
2004-04-04,Dallas,21.87,29,-200.0,7.8
2004-04-04,Dallas,21.87,29,-200.0,6.4
2004-04-04,Dallas,21.87,29,-200.0,6.9
2004-04-04,Dallas,21.87,29,-200.0,5.2
2004-04-04,Dallas,21.87,29,-200.0,10.5
2004-04-04,Dallas,21.87,29,-200.0,13.0
2004-04-04,Dallas,21.87,29,-200.0,5.6
2004-04-04,Dallas,21.87,29,-200.0,10.1
2004-04-04,Dallas,21.87,29,-200.0,10.0
2004-04-04,Dallas,21.87,29,-200.0,10.5
2004-04-04,Dallas,21.87,29,-200.0,6.7
2004-04-04,Houston,21.97,38,-200.0,8.6
2004-04-04,Houston,21.97,38,-200.0,8.1
2004-04-04,Houston,21.97,38,-200.0,9.0
2004-04-04,Houston,21.97,38,-200.0,8.0
2004-04-04,Houston,21.97,38,-200.0,4.2
2004-04-04,Houston,21.97,38,-200.0,4.4
2004-04-04,Houston,21.97,38,-200.0,3.0
2004-04-04,Houston,21.97,38,-200.0,3.5
2004-04-04,Houston,21.97,38,-200.0,5.6
2004-04-04,Houston,21.97,38,-200.0,3.5
2004-04-04,Houston,21.97,38,-200.0,7.1
2004-04-04,Houston,21.97,38,-200.0,10.0
2004-04-04,Houston,21.97,38,-200.0,5.4
2004-04-04,Houston,21.97,38,-200.0,7.8
2004-04-04,Houston,21.97,38,-200.0,6.4
2004-04-04,Houston,21.97,38,-200.0,6.9
2004-04-04,Houston,21.97,38,-200.0,5.2
2004-04-04,Houston,21.97,38,-200.0,10.5
2004-04-04,Houston,21.97,38,-200.0,13.0
2004-04-04,Houston,21.97,38,-200.0,5.6
2004-04-04,Houston,21.97,38,-200.0,10.1
2004-04-04,Houston,21.97,38,-200.0,10.0
2004-04-04,Houston,21.97,38,-200.0,10.5
2004-04-04,Houston,21.97,38,-200.0,6.7
2004-04-04,Los Angeles,19.78,39,-200.0,8.6
2004-04-04,Los Angeles,19.78,39,-200.0,8.1
2004-04-04,Los Angeles,19.78,39,-200.0,9.0
2004-04-04,Los Angeles,19.78,39,-200.0,8.0
2004-04-04,Los Angeles,19.78,39,-200.0,4.2
2004-04-04,Los Angeles,19.78,39,-200.0,4.4
2004-04-04,Los Angeles,19.78,39,-200.0,3.0
2004-04-04,Los Angeles,19.78,39,-200.0,3.5
2004-04-04,Los Angeles,19.78,39,-200.0,5.6
2004-04-04,Los Angeles,19.78,39,-200.0,3.5
2004-04-04,Los Angeles,19.78,39,-200.0,7.1
2004-04-04,Los Angeles,19.78,39,-200.0,10.0
2004-04-04,Los Angeles,19.78,39,-200.0,5.4
2004-04-04,Los Angeles,19.78,39,-200.0,7.8
2004-04-04,Los Angeles,19.78,39,-200.0,6.4
2004-04-04,Los Angeles,19.78,39,-200.0,6.9
2004-04-04,Los Angeles,19.78,39,-200.0,5.2
2004-04-04,Los Angeles,19.78,39,-200.0,10.5
2004-04-04,Los Angeles,19.78,39,-200.0,13.0
2004-04-04,Los Angeles,19.78,39,-200.0,5.6
2004-04-04,Los Angeles,19.78,39,-200.0,10.1
2004-04-04,Los Angeles,19.78,39,-200.0,10.0
2004-04-04,Los Angeles,19.78,39,-200.0,10.5
2004-04-04,Los Angeles,19.78,39,-200.0,6.7
2004-04-04,New York,17.1,33,-200.0,8.6
2004-04-04,New York,17.1,33,-200.0,8.1
2004-04-04,New York,17.1,33,-200.0,9.0
2004-04-04,New York,17.1,33,-200.0,8.0
2004-04-04,New York,17.1,33,-200.0,4.2
2004-04-04,New York,17.1,33,-200.0,4.4
2004-04-04,New York,17.1,33,-200.0,3.0
2004-04-04,New York,17.1,33,-200.0,3.5
2004-04-04,New York,17.1,33,-200.0,5.6
2004-04-04,New York,17.1,33,-200.0,3.5
2004-04-04,New York,17.1,33,-200.0,7.1
2004-04-04,New York,17.1,33,-200.0,10.0
2004-04-04,New York,17.1,33,-200.0,5.4
2004-04-04,New York,17.1,33,-200.0,7.8
2004-04-04,New York,17.1,33,-200.0,6.4
2004-04-04,New York,17.1,33,-200.0,6.9
2004-04-04,New York,17.1,33,-200.0,5.2
2004-04-04,New York,17.1,33,-200.0,10.5
2004-04-04,New York,17.1,33,-200.0,13.0
2004-04-04,New York,17.1,33,-200.0,5.6
2004-04-04,New York,17.1,33,-200.0,10.1
2004-04-04,New York,17.1,33,-200.0,10.0
2004-04-04,New York,17.1,33,-200.0,10.5
2004-04-04,New York,17.1,33,-200.0,6.7
2004-04-04,Philadelphia,19.34,31,-200.0,8.6
2004-04-04,Philadelphia,19.34,31,-200.0,8.1
2004-04-04,Philadelphia,19.34,31,-200.0,9.0
2004-04-04,Philadelphia,19.34,31,-200.0,8.0
2004-04-04,Philadelphia,19.34,31,-200.0,4.2
2004-04-04,Philadelphia,19.34,31,-200.0,4.4
2004-04-04,Philadelphia,19.34,31,-200.0,3.0
2004-04-04,Philadelphia,19.34,31,-200.0,3.5
2004-04-04,Philadelphia,19.34,31,-200.0,5.6
2004-04-04,Philadelphia,19.34,31,-200.0,3.5
2004-04-04,Philadelphia,19.34,31,-200.0,7.1
2004-04-04,Philadelphia,19.34,31,-200.0,10.0
2004-04-04,Philadelphia,19.34,31,-200.0,5.4
2004-04-04,Philadelphia,19.34,31,-200.0,7.8
2004-04-04,Philadelphia,19.34,31,-200.0,6.4
2004-04-04,Philadelphia,19.34,31,-200.0,6.9
2004-04-04,Philadelphia,19.34,31,-200.0,5.2
2004-04-04,Philadelphia,19.34,31,-200.0,10.5
2004-04-04,Philadelphia,19.34,31,-200.0,13.0
2004-04-04,Philadelphia,19.34,31,-200.0,5.6
2004-04-04,Philadelphia,19.34,31,-200.0,10.1
2004-04-04,Philadelphia,19.34,31,-200.0,10.0
2004-04-04,Philadelphia,19.34,31,-200.0,10.5
2004-04-04,Philadelphia,19.34,31,-200.0,6.7
2004-04-04,San Antonio,23.38,26,-200.0,8.6
2004-04-04,San Antonio,23.38,26,-200.0,8.1
2004-04-04,San Antonio,23.38,26,-200.0,9.0
2004-04-04,San Antonio,23.38,26,-200.0,8.0
2004-04-04,San Antonio,23.38,26,-200.0,4.2
2004-04-04,San Antonio,23.38,26,-200.0,4.4
2004-04-04,San Antonio,23.38,26,-200.0,3.0
2004-04-04,San Antonio,23.38,26,-200.0,3.5
2004-04-04,San Antonio,23.38,26,-200.0,5.6
2004-04-04,San Antonio,23.38,26,-200.0,3.5
2004-04-04,San Antonio,23.38,26,-200.0,7.1
2004-04-04,San Antonio,23.38,26,-200.0,10.0
2004-04-04,San Antonio,23.38,26,-200.0,5.4
2004-04-04,San Antonio,23.38,26,-200.0,7.8
2004-04-04,San Antonio,23.38,26,-200.0,6.4
2004-04-04,San Antonio,23.38,26,-200.0,6.9
2004-04-04,San Antonio,23.38,26,-200.0,5.2
2004-04-04,San Antonio,23.38,26,-200.0,10.5
2004-04-04,San Antonio,23.38,26,-200.0,13.0
2004-04-04,San Antonio,23.38,26,-200.0,5.6
2004-04-04,San Antonio,23.38,26,-200.0,10.1
2004-04-04,San Antonio,23.38,26,-200.0,10.0
